title,budget,budget_squared,revenue,runtime,vote_average,year,main_genre
Aquamarine,12000000,144000000000000,23006849,104.0,5.8,2006,Fantasy
Paper Towns,12000000,144000000000000,85512300,109.0,6.1,2015,Drama
Nebraska,12000000,144000000000000,17654912,115.0,7.4,2013,Drama
Max Keeble's Big Move,12000000,144000000000000,17292381,86.0,5.4,2001,Comedy
Young Adult,12000000,144000000000000,22939027,94.0,5.6,2011,Comedy
Crank,12000000,144000000000000,42931041,88.0,6.6,2006,Action
Living Out Loud,12000000,144000000000000,12902790,100.0,5.3,1998,Comedy
Das Boot,14000000,196000000000000,85000000,149.0,7.9,1981,Action
Arbitrage,12000000,144000000000000,35485056,100.0,6.1,2012,Drama
Project Almanac,12000000,144000000000000,32248241,106.0,6.4,2015,Science Fiction
Fortress,8000000,64000000000000,6739141,95.0,5.7,1992,Action
For Your Consideration,12000000,144000000000000,5542025,86.0,5.9,2006,Comedy
Running with Scissors,12000000,144000000000000,6754898,116.0,5.8,2006,Drama
From Justin to Kelly,12000000,144000000000000,4922166,90.0,3.0,2003,Comedy
Girl 6,12000000,144000000000000,4939939,108.0,5.7,1996,Comedy
In the Cut,12000000,144000000000000,23,119.0,4.6,2003,Mystery
Two Lovers,12000000,144000000000000,3148182,110.0,6.6,2008,Drama
The Host,11000000,121000000000000,88489643,119.0,6.7,2006,Horror
The Great Beauty,12400000,153760000000000,8371085,142.0,7.3,2013,Comedy
Stoker,12000000,144000000000000,12077441,99.0,6.5,2013,Drama
2046,12000000,144000000000000,19271312,129.0,6.9,2004,Fantasy
Ondine,12000000,144000000000000,1644755,111.0,6.5,2009,Drama
Brother,12000000,144000000000000,15250000,114.0,6.8,2000,Crime
City of Life and Death,12000000,144000000000000,10652498,132.0,7.6,2009,Drama
Legend of a Rabbit,19000000,361000000000000,2570000,89.0,3.0,2011,Animation
Space Battleship Yamato,12000000,144000000000000,11212294,131.0,6.3,2010,Science Fiction
5 Days of War,20000000,400000000000000,17479,113.0,5.8,2011,War
Heaven is for Real,12000000,144000000000000,101332962,99.0,6.0,2014,Drama
Snatch,10000000,100000000000000,83557872,103.0,7.7,2000,Thriller
Pet Sematary,11500000,132250000000000,57469467,103.0,6.4,1989,Drama
Gremlins,11000000,121000000000000,153083102,106.0,6.9,1984,Fantasy
Star Wars,11000000,121000000000000,775398007,121.0,8.1,1977,Adventure
Dirty Grandpa,11500000,132250000000000,94073028,102.0,5.7,2016,Comedy
Doctor Zhivago,11000000,121000000000000,111858363,197.0,7.4,1965,Drama
The Fighter,25000000,625000000000000,93617009,116.0,7.2,2010,Drama
Jackass Number Two,11000000,121000000000000,72778712,95.0,6.4,2006,Action
My Cousin Vinny,11000000,121000000000000,64088552,120.0,7.3,1992,Comedy
If I Stay,11000000,121000000000000,78874843,106.0,7.3,2014,Drama
Major League,11000000,121000000000000,49797148,107.0,6.6,1989,Comedy
Phone Booth,13000000,169000000000000,97837138,81.0,6.7,2002,Thriller
A Walk to Remember,11000000,121000000000000,41227069,101.0,7.5,2002,Drama
Dead Man Walking,11000000,121000000000000,39363635,122.0,7.3,1995,Drama
Cruel Intentions,10500000,110250000000000,75902208,97.0,6.6,1999,Drama
Saw VI,11000000,121000000000000,68233629,90.0,6.0,2009,Horror
History of the World: Part I,11000000,121000000000000,31672907,92.0,6.5,1981,Comedy
The Secret Life of Bees,11000000,121000000000000,38105395,114.0,7.4,2008,Adventure
Corky Romano,11000000,121000000000000,23978402,86.0,4.1,2001,Action
Raising Cain,12000000,144000000000000,37170057,91.0,5.9,1992,Drama
F.I.S.T.,11,121,11,145.0,6.4,1978,Drama
Invaders from Mars,12000000,144000000000000,4884663,100.0,5.5,1986,Science Fiction
Brooklyn,11000000,121000000000000,62076141,111.0,7.2,2015,Drama
Barry Lyndon,11000000,121000000000000,20000000,184.0,7.7,1975,Drama
Out Cold,24000000,576000000000000,14782676,89.0,5.8,2001,Comedy
The Ladies Man,24000000,576000000000000,13700000,84.0,5.7,2000,Comedy
Quartet,11000000,121000000000000,59520298,98.0,6.3,2012,Drama
Tomcats,11000000,121000000000000,23430766,95.0,4.9,2001,Comedy
Frailty,11000000,121000000000000,13110448,100.0,7.0,2001,Drama
Woman in Gold,11000000,121000000000000,61619773,120.0,7.3,2015,Drama
Slackers,14000000,196000000000000,6413915,86.0,5.4,2002,Comedy
What's Eating Gilbert Grape,11000000,121000000000000,30000000,118.0,7.5,1993,Romance
The Visual Bible: The Gospel of John,10000000,100000000000000,4069090,125.0,8.2,2003,Drama
The Perez Family,11000000,121000000000000,2832826,113.0,6.6,1995,Comedy
Inside Llewyn Davis,11000000,121000000000000,32935319,105.0,7.2,2013,Drama
Return to the Blue Lagoon,11000000,121000000000000,2807854,98.0,5.1,1991,Drama
The Molly Maguires,11000000,121000000000000,2200000,124.0,5.9,1970,Drama
Saw V,10800000,116640000000000,113857533,92.0,5.9,2008,Horror
Kabhi Alvida Naa Kehna,7400000,54760000000000,17000000,193.0,6.1,2006,Drama
An Ideal Husband,14000000,196000000000000,18535191,97.0,6.3,1999,Drama
2001: A Space Odyssey,10500000,110250000000000,68700000,149.0,7.9,1968,Science Fiction
E.T. the Extra-Terrestrial,10500000,110250000000000,792910554,115.0,7.3,1982,Science Fiction
In the Land of Women,10000000,100000000000000,17500000,97.0,5.8,2007,Romance
There Goes My Baby,10500000,110250000000000,123509,99.0,8.5,1994,Drama
For Greater Glory - The True Story of Cristiada,12000000,144000000000000,9622846,145.0,6.4,2012,History
Good Will Hunting,10000000,100000000000000,225933435,126.0,7.9,1997,Drama
Saw III,10000000,100000000000000,163876815,108.0,6.1,2006,Horror
Stripes,10000000,100000000000000,85300000,106.0,6.5,1981,Action
Bring It On,28000000,784000000000000,90449929,98.0,5.8,2000,Comedy
The Purge: Election Year,10000000,100000000000000,118587880,105.0,6.1,2016,Action
She's All That,10000000,100000000000000,103166989,95.0,5.7,1999,Comedy
Saw IV,10000000,100000000000000,139352633,93.0,5.9,2007,Horror
White Noise,10000000,100000000000000,91196419,101.0,5.6,2005,Drama
Madea's Family Reunion,6000000,36000000000000,57231524,110.0,6.0,2006,Drama
The Color of Money,13800000,190440000000000,52293982,119.0,6.7,1986,Drama
The Longest Day,10000000,100000000000000,50100000,178.0,7.2,1962,Action
The Mighty Ducks,10000000,100000000000000,50752337,101.0,6.4,1992,Comedy
The Grudge,10000000,100000000000000,183474602,92.0,5.8,2004,Horror
Happy Gilmore,12000000,144000000000000,41205099,92.0,6.5,1996,Comedy
Jeepers Creepers,10000000,100000000000000,59217789,90.0,6.1,2001,Horror
Bill & Ted's Excellent Adventure,10000000,100000000000000,40485039,90.0,6.7,1989,Adventure
Oliver!,10000000,100000000000000,37402877,153.0,7.0,1968,Drama
The Best Exotic Marigold Hotel,10000000,100000000000000,136836156,124.0,6.9,2011,Drama
Recess: School's Out,10000000,100000000000000,44460850,83.0,6.6,2001,Science Fiction
Mad Max Beyond Thunderdome,12305523,151425896303529,36230219,107.0,5.9,1985,Action
Commando,10000000,100000000000000,57500000,90.0,6.4,1985,Action
The Boy,10000000,100000000000000,64188367,97.0,5.8,2016,Horror
Devil,10000000,100000000000000,33583175,80.0,5.8,2010,Horror
Friday After Next,20000000,400000000000000,33526835,85.0,6.0,2002,Comedy
Insidious: Chapter 3,10000000,100000000000000,104303851,97.0,6.2,2015,Drama
The Last Dragon,10000000,100000000000000,25754284,108.0,6.4,1985,Action
The Lawnmower Man,10000000,100000000000000,32101000,108.0,5.4,1992,Horror
Nick and Norah's Infinite Playlist,9000000,81000000000000,32973937,89.0,6.4,2008,Comedy
Dogma,10000000,100000000000000,30652890,130.0,6.8,1999,Fantasy
Twilight Zone: The Movie,10000000,100000000000000,29450919,101.0,6.2,1983,Drama
Road House,15000000,225000000000000,30050028,114.0,6.3,1989,Action
A Low Down Dirty Shame,10000000,100000000000000,29392418,100.0,6.0,1994,Action
Swimfan,8500000,72250000000000,34411240,84.0,5.0,2002,Drama
Employee of the Month,12000000,144000000000000,38368909,103.0,5.3,2006,Comedy
Can't Hardly Wait,10000000,100000000000000,25605015,100.0,6.1,1998,Comedy
The Outsiders,10000000,100000000000000,33697647,91.0,6.9,1983,Crime
Pete's Dragon,65000000,4225000000000000,143695338,102.0,6.2,2016,Adventure
The Dead Zone,10000000,100000000000000,20766616,103.0,6.9,1983,Horror
Sinister 2,10000000,100000000000000,52882018,97.0,5.4,2015,Horror
Sparkle,14000000,196000000000000,24637469,116.0,5.8,2012,Drama
The Fourth Kind,10000000,100000000000000,42333295,98.0,5.8,2009,Mystery
Rushmore,9000000,81000000000000,17096053,93.0,7.5,1998,Comedy
Skyline,10000000,100000000000000,66821036,100.0,4.7,2010,Science Fiction
The Second Best Exotic Marigold Hotel,10000000,100000000000000,85978266,122.0,6.3,2015,Drama
Mo' Better Blues,10000000,100000000000000,16153593,129.0,6.3,1990,Drama
Tremors,11000000,121000000000000,48572000,96.0,6.6,1990,Action
Wrong Turn,12600000,158760000000000,28650575,84.0,6.0,2003,Horror
The Long Riders,10000000,100000000000000,15795189,99.0,6.6,1980,Western
The Corruptor,25000000,625000000000000,15156200,110.0,6.0,1999,Action
Mud,10000000,100000000000000,21587700,130.0,7.0,2013,Drama
Reno 911!: Miami,10000000,100000000000000,20342161,84.0,5.6,2007,Action
My Week with Marilyn,6400000,40960000000000,35057696,99.0,6.6,2011,Drama
The Matador,10000000,100000000000000,17297244,96.0,6.2,2005,Action
The Gift,5000000,25000000000000,58978653,108.0,6.7,2015,Thriller
Office Space,10000000,100000000000000,12827813,89.0,7.4,1999,Comedy
Drop Dead Gorgeous,10000000,100000000000000,10571408,98.0,6.4,1999,Comedy
Big Eyes,10000000,100000000000000,28883511,105.0,6.8,2014,Drama
Very Bad Things,30000000,900000000000000,9898412,100.0,6.2,1998,Comedy
Body Double,10000000,100000000000000,8801940,114.0,6.4,1984,Crime
MacGruber,10000000,100000000000000,6110000,90.0,5.1,2010,Action
Movie 43,6000000,36000000000000,32438988,90.0,4.4,2013,Comedy
Seeking a Friend for the End of the World,10000000,100000000000000,9636289,101.0,6.3,2012,Comedy
American History X,20000000,400000000000000,23875127,119.0,8.2,1998,Drama
The Red Violin,18000000,324000000000000,9495408,131.0,7.3,1998,Drama
Bad Words,9500000,90250000000000,7800000,88.0,6.4,2013,Comedy
"Run, Fatboy, Run",10000000,100000000000000,33000000,100.0,6.2,2007,Comedy
Heartbeeps,10000000,100000000000000,2154696,79.0,3.8,1981,Comedy
Black or White,9000000,81000000000000,21571189,121.0,6.5,2014,Drama
Rescue Dawn,10000000,100000000000000,7177143,126.0,6.9,2006,Adventure
Danny Collins,10000000,100000000000000,10835752,107.0,6.6,2015,Comedy
"Jeff, Who Lives at Home",10000000,100000000000000,4417580,83.0,6.1,2011,Drama
Romeo Is Bleeding,11500000,132250000000000,3275585,100.0,5.7,1993,Action
The Limey,10000000,100000000000000,3193102,89.0,6.6,1999,Action
Crash,6500000,42250000000000,98410061,112.0,7.2,2004,Drama
The House of Mirth,10000000,100000000000000,5164404,140.0,6.4,2000,Drama
The Forest,10000000,100000000000000,40055439,95.0,4.8,2016,Horror
Sphinx,14000000,196000000000000,439564,118.0,6.0,1981,Adventure
While We're Young,10000000,100000000000000,7587485,97.0,5.8,2015,Comedy
A Better Life,10000000,100000000000000,1759252,98.0,7.0,2011,Drama
Gun Shy,10000000,100000000000000,1631839,101.0,5.4,2000,Action
The Iceman,20000000,400000000000000,1969193,105.0,6.4,2012,Thriller
Killer Joe,10000000,100000000000000,3665069,102.0,6.5,2011,Crime
The Joneses,10000000,100000000000000,7022728,96.0,6.1,2009,Comedy
My Blueberry Nights,10000000,100000000000000,21786738,111.0,6.0,2007,Drama
Swept Away,10000000,100000000000000,598645,89.0,4.8,2002,Comedy
"War, Inc.",5000000,25000000000000,1296184,106.0,5.6,2008,Action
Coriolanus,7700000,59290000000000,1072602,123.0,5.9,2011,Drama
World's Greatest Dad,10000000,100000000000000,295750,99.0,6.5,2009,Comedy
"An Alan Smithee Film: Burn, Hollywood, Burn",10000000,100000000000000,45779,86.0,3.0,1998,Comedy
Strangerland,10000000,100000000000000,17472,111.0,5.1,2015,Drama
Janky Promoters,10000000,100000000000000,9069,85.0,7.0,2009,Comedy
Of Horses and Men,10,100,11,85.0,6.9,2013,Drama
Nurse 3-D,10,100,10000000,99.0,4.9,2013,Horror
Adventureland,9500000,90250000000000,17164377,107.0,6.4,2009,Comedy
The Lost City,9600000,92160000000000,4386236,144.0,6.0,2005,Drama
Next Friday,11000000,121000000000000,59827328,98.0,6.4,2000,Comedy
You Only Live Twice,9500000,90250000000000,111584787,117.0,6.5,1967,Action
Amour,8900000,79210000000000,19839492,127.0,7.5,2012,Drama
Poltergeist III,10500000,110250000000000,14144000,98.0,4.5,1988,Horror
"It's a Mad, Mad, Mad, Mad World",9400000,88360000000000,60000000,163.0,7.0,1963,Action
Volver,12899867,166406568617689,85582407,121.0,7.3,2006,Comedy
Melancholia,7400000,54760000000000,21817298,136.0,7.0,2011,Drama
Alien,11000000,121000000000000,104931801,117.0,7.9,1979,Horror
The Texas Chain Saw Massacre,85000,7225000000,30859000,83.0,7.2,1974,Horror
The Runaways,10000000,100000000000000,2995811,106.0,6.3,2010,Drama
Fiddler on the Roof,9000000,81000000000000,83304330,181.0,7.4,1971,Drama
Thunderball,5500000,30250000000000,141195658,130.0,6.5,1965,Adventure
Loose Cannons,7000000,49000000000000,8220215,110.0,7.0,2010,Comedy
Set It Off,9000000,81000000000000,41590886,118.0,6.9,1996,Drama
The Best Man,9000000,81000000000000,34573780,120.0,6.8,1999,Drama
Child's Play,9000000,81000000000000,44196684,87.0,6.3,1988,Horror
Sicko,9000000,81000000000000,24538513,123.0,7.3,2007,Documentary
The Purge: Anarchy,9000000,81000000000000,108782847,104.0,6.6,2014,Horror
Harold & Kumar Go to White Castle,9000000,81000000000000,23936908,88.0,6.6,2004,Comedy
Boiler Room,26000000,676000000000000,28780255,118.0,6.5,2000,Crime
Trading Places,40600000,1648360000000000,90400000,116.0,7.1,1983,Comedy
Black Christmas,9000000,81000000000000,21510851,84.0,4.8,2006,Horror
The Way of the Gun,8500000,72250000000000,19125401,119.0,6.4,2000,Action
Igby Goes Down,9000000,81000000000000,4777465,97.0,6.5,2002,Comedy
PCU,9000000,81000000000000,4350774,79.0,6.0,1994,Comedy
Gracie,9000000,81000000000000,2955039,97.0,6.0,2007,Drama
Glee: The Concert Movie,9000000,81000000000000,18663238,84.0,6.8,2011,Documentary
Barbecue,6000000,36000000000000,14348529,98.0,5.8,2014,Comedy
Princess Kaiulani,9000000,81000000000000,771499,130.0,4.8,2010,Drama
Opal Dream,5000000,25000000000000,140666,86.0,6.1,2006,Drama
Undiscovered,9000000,81000000000000,1046166,97.0,4.5,2005,Comedy
Crocodile Dundee,5000000,25000000000000,328203506,97.0,6.3,1986,Adventure
Awake,86000000,7396000000000000,14373825,84.0,6.3,2007,Thriller
The Lost Boys,8500000,72250000000000,32222567,97.0,6.8,1987,Horror
Crazy Heart,7000000,49000000000000,39462438,112.0,6.8,2009,Drama
The Rose,9250000,85562500000000,29174648,125.0,6.8,1979,Drama
Baggage Claim,8500000,72250000000000,22456509,96.0,5.6,2013,Comedy
Barbarella,9000000,81000000000000,2500000,98.0,5.7,1968,Science Fiction
The Namesake,12000000,144000000000000,20138836,122.0,6.8,2006,Drama
The DUFF,8500000,72250000000000,43528634,100.0,6.8,2015,Romance
Glitter,22000000,484000000000000,5271666,104.0,3.4,2001,Drama
Bright Star,8500000,72250000000000,4440055,119.0,6.8,2009,Drama
My Name Is Khan,12000000,144000000000000,42345360,145.0,7.7,2010,Drama
All Is Lost,9000000,81000000000000,6108720,106.0,6.6,2013,Action
Limbo,8000000,64000000000000,1997807,126.0,7.0,1999,Adventure
The Wind That Shakes the Barley,6500000,42250000000000,22889018,124.0,7.1,2006,Drama
Yeh Jawaani Hai Deewani,7700000,59290000000000,46000000,159.0,7.2,2013,Romance
Quo Vadis,8250000,68062500000000,30000000,171.0,7.0,1951,Drama
Pulp Fiction,8000000,64000000000000,213928762,154.0,8.3,1994,Thriller
Nightcrawler,8500000,72250000000000,38697217,117.0,7.6,2014,Crime
Club Dread,8500000,72250000000000,5001655,104.0,5.1,2004,Comedy
The Sound of Music,8200000,67240000000000,286214286,174.0,7.4,1965,Drama
Splash,8000000,64000000000000,69821334,111.0,6.1,1984,Comedy
Little Miss Sunshine,8000000,64000000000000,100523181,102.0,7.5,2006,Comedy
Stand by Me,8000000,64000000000000,52287414,89.0,7.8,1986,Crime
28 Days Later,5000000,25000000000000,82719885,113.0,7.1,2002,Horror
Escape from Alcatraz,8000000,64000000000000,43000000,111.0,7.2,1979,Crime
Brown Sugar,8000000,64000000000000,27362712,109.0,7.0,2002,Comedy
50/50,8000000,64000000000000,39187783,100.0,7.0,2011,Comedy
That Awkward Moment,8000000,64000000000000,26049082,94.0,6.1,2014,Comedy
On Her Majesty's Secret Service,6500000,42250000000000,81974493,142.0,6.5,1969,Adventure
New Nightmare,14000000,196000000000000,18090181,112.0,6.4,1994,Horror
Drive Me Crazy,8000000,64000000000000,22593409,91.0,5.8,1999,Drama
Akeelah and the Bee,8000000,64000000000000,18948425,112.0,6.7,2006,Drama
Half Baked,8000000,64000000000000,17460020,82.0,6.4,1998,Comedy
New in Town,8000000,64000000000000,29010817,97.0,5.2,2009,Comedy
American Psycho,7000000,49000000000000,34266564,102.0,7.3,2000,Thriller
The Good Girl,8000000,64000000000000,16856124,93.0,6.1,2002,Drama
Bon Cop Bad Cop,8000000,64000000000000,12671300,116.0,6.5,2006,Action
The Boondock Saints II: All Saints Day,8000000,64000000000000,10629321,118.0,5.9,2009,Action
Easy A,8000000,64000000000000,74952305,92.0,6.7,2010,Comedy
Shadow of the Vampire,8000000,64000000000000,8279017,92.0,6.6,2000,Drama
Prom,8000000,64000000000000,10130000,104.0,5.7,2011,Comedy
Anomalisa,8000000,64000000000000,5659286,90.0,7.0,2015,Animation
Another Year,8000000,64000000000000,18124262,129.0,7.0,2010,Comedy
Showdown in Little Tokyo,8000000,64000000000000,2275557,79.0,5.7,1991,Action
It's Kind of a Funny Story,8000000,64000000000000,6491240,101.0,6.9,2010,Comedy
Prefontaine,8000000,64000000000000,589304,106.0,6.7,1997,Drama
Begin Again,8000000,64000000000000,63464861,104.0,7.3,2013,Comedy
Down in the Valley,8000000,64000000000000,852872,112.0,5.9,2005,Drama
Brooklyn Rules,8000000,64000000000000,458232,99.0,5.8,2007,Drama
Fido,8000000,64000000000000,426224,91.0,6.6,2006,Romance
Wild Target,8000000,64000000000000,3453043,98.0,6.4,2010,Action
10th & Wolf,8000000,64000000000000,143451,107.0,6.3,2006,Action
Aloft,8000000,64000000000000,53086,112.0,5.1,2014,Drama
Akira,8000000,64000000000000,553171,124.0,7.8,1988,Science Fiction
The Death and Life of Bobby Z,22000000,484000000000000,413454,97.0,5.8,2007,Drama
The Rocket: The Legend of Rocket Richard,8000000,64000000000000,2019009,124.0,6.1,2005,Drama
Swimming Pool,7800000,60840000000000,22441323,102.0,6.4,2003,Thriller
Driving Miss Daisy,7500000,56250000000000,145793296,99.0,7.0,1989,Comedy
Rumble in the Bronx,7500000,56250000000000,32392047,91.0,6.5,1995,Crime
Thank You for Smoking,6500000,42250000000000,24793509,92.0,7.1,2005,Comedy
Hostel: Part II,10200000,104040000000000,35619521,93.0,5.6,2007,Horror
An Education,7500000,56250000000000,26096852,100.0,6.8,2009,Drama
Shopgirl,10284523,105771413337529,11588205,104.0,5.7,2005,Comedy
Narc,6500000,42250000000000,12633747,105.0,6.8,2002,Action
Men with Brooms,7500000,56250000000000,4245870,102.0,4.5,2002,Comedy
The Work and the Glory,7500000,56250000000000,3347647,110.0,6.1,2004,Drama
Extract,8000000,64000000000000,10848783,92.0,5.7,2009,Comedy
Albert Nobbs,8000000,64000000000000,5634828,113.0,6.2,2011,Drama
The Wave,7500000,56250000000000,19000000,107.0,7.5,2008,Drama
The Neon Demon,7000000,49000000000000,1333124,117.0,6.4,2016,Thriller
Harry Brown,7300000,53290000000000,10329747,103.0,6.7,2009,Thriller
Juno,7500000,56250000000000,231411584,96.0,7.0,2007,Comedy
Diamonds Are Forever,7200000,51840000000000,116019547,120.0,6.3,1971,Adventure
The Godfather,6000000,36000000000000,245066411,175.0,8.4,1972,Drama
Flashdance,4000000,16000000000000,92921203,95.0,6.1,1983,Drama
(500) Days of Summer,7500000,56250000000000,60722734,95.0,7.2,2009,Comedy
The Piano,7000000,49000000000000,116700000,121.0,7.1,1993,Drama
Magic Mike,7000000,49000000000000,167221571,110.0,6.1,2012,Drama
Live and Let Die,7000000,49000000000000,161777836,121.0,6.4,1973,Adventure
Jumping the Broom,6600000,43560000000000,37710610,112.0,6.0,2011,Comedy
"Good Night, and Good Luck.",7000000,49000000000000,54600000,93.0,6.8,2005,Drama
Capote,7000000,49000000000000,49084830,114.0,6.8,2005,Crime
Desperado,7000000,49000000000000,25405445,104.0,6.8,1995,Thriller
Logan's Run,9000000,81000000000000,25000000,119.0,6.6,1976,Adventure
The Man with the Golden Gun,7000000,49000000000000,97572000,125.0,6.3,1974,Adventure
Action Jackson,7000000,49000000000000,20256975,96.0,4.9,1988,Action
Devil's Due,7000000,49000000000000,36433975,89.0,4.4,2014,Horror
Flirting with Disaster,7000000,49000000000000,14702438,92.0,6.3,1996,Comedy
Dope,700000,490000000000,17986781,103.0,7.2,2015,Crime
In Too Deep,7000000,49000000000000,14011454,97.0,6.2,1999,Drama
House of 1000 Corpses,7000000,49000000000000,16829545,89.0,6.0,2003,Horror
A Serious Man,7000000,49000000000000,31430334,105.0,6.6,2009,Comedy
Beyond the Lights,7000000,49000000000000,14618727,116.0,7.0,2014,Romance
The Last Temptation of Christ,7000000,49000000000000,8373585,164.0,7.0,1988,Drama
Outside Providence,7000000,49000000000000,7292175,96.0,5.6,1999,Romance
Split Second,7,49,5,90.0,5.7,1992,Thriller
The Other Side of Heaven,7000000,49000000000000,4720371,113.0,6.7,2001,Action
Veer-Zaara,7000000,49000000000000,29385320,192.0,7.4,2004,Drama
Auto Focus,7000000,49000000000000,2062066,104.0,6.1,2002,Drama
We Need to Talk About Kevin,7000000,49000000000000,6038942,112.0,7.4,2011,Drama
Losin' It,7000000,49000000000000,1246141,100.0,4.5,1983,Comedy
I Hope They Serve Beer in Hell,7000000,49000000000000,1429299,106.0,5.7,2009,Comedy
Hesher,7000000,49000000000000,382946,106.0,6.7,2010,Drama
Freeheld,7000000,49000000000000,573335,103.0,7.1,2015,Romance
The Extra Man,7000000,49000000000000,453079,108.0,5.9,2010,Comedy
Hard to Be a God,7000000,49000000000000,1310673,170.0,6.7,2013,Drama
Ca$h,7000000,49000000000000,46488,108.0,6.0,2010,Crime
The Boondock Saints,6000000,36000000000000,30471,108.0,7.2,1999,Action
The Snow Queen,7000000,49000000000000,12400000,76.0,5.1,2012,Animation
Stargate: The Ark of Truth,7000000,49000000000000,8900000,97.0,6.9,2008,Adventure
Dazed and Confused,6900000,47610000000000,7993039,102.0,7.4,1993,Comedy
House at the End of the Street,6900000,47610000000000,44287131,101.0,5.6,2012,Horror
Incendies,6800000,46240000000000,7103838,130.0,7.9,2010,Drama
Annabelle,6500000,42250000000000,255273813,99.0,5.6,2014,Horror
Bran Nue Dae,7,49,7,82.0,5.2,2009,Comedy
Boyz n the Hood,6500000,42250000000000,57504069,112.0,7.4,1991,Crime
La Bamba,6500000,42250000000000,54215416,108.0,6.8,1987,Drama
Dressed to Kill,6500000,42250000000000,31899000,105.0,6.8,1980,Horror
Go,6500000,42250000000000,28451622,98.0,7.0,1999,Crime
Friends with Money,6500000,42250000000000,13368437,88.0,5.1,2006,Comedy
The Andromeda Strain,6500000,42250000000000,12376563,131.0,7.0,1971,Science Fiction
Shame,6500000,42250000000000,17693675,100.0,7.0,2011,Drama
Layer Cake,6500000,42250000000000,11850214,105.0,7.0,2004,Drama
The Work and the Glory II: American Zion,6500000,42250000000000,2025032,100.0,8.0,2005,Drama
The East,6500000,42250000000000,2401510,116.0,6.5,2013,Drama
A Home at the End of the World,6500000,42250000000000,1548955,96.0,6.8,2004,Romance
The Messenger,6500000,42250000000000,1521261,113.0,7.1,2009,Drama
The Terminator,6400000,40960000000000,78371200,108.0,7.3,1984,Action
"Good bye, Lenin!",4800000,23040000000000,79384880,121.0,7.4,2003,Comedy
The Return of the Living Dead,4000000,16000000000000,14237000,91.0,7.3,1985,Comedy
Mallrats,6000000,36000000000000,2122561,94.0,6.8,1995,Romance
Grease,6000000,36000000000000,181813770,110.0,7.2,1978,Romance
Platoon,6000000,36000000000000,138530565,120.0,7.5,1986,Drama
Fahrenheit 9/11,6000000,36000000000000,119114517,122.0,6.8,2004,Documentary
Butch Cassidy and the Sundance Kid,6000000,36000000000000,102308889,110.0,7.4,1969,History
Mary Poppins,6000000,36000000000000,102272727,139.0,7.4,1964,Comedy
West Side Story,6000000,36000000000000,43656822,152.0,7.0,1961,Crime
Caddyshack,6000000,36000000000000,39846344,98.0,6.6,1980,Comedy
The Wood,6000000,36000000000000,25059640,106.0,7.1,1999,Comedy
The Usual Suspects,6000000,36000000000000,23341568,106.0,8.1,1995,Drama
A Nightmare on Elm Street 5: The Dream Child,8000000,64000000000000,22168359,89.0,5.5,1989,Horror
National Lampoon’s Van Wilder,5000000,25000000000000,38275483,92.0,5.9,2002,Comedy
The Wrestler,6000000,36000000000000,44703995,109.0,7.3,2008,Drama
Duel in the Sun,6000000,36000000000000,20400000,144.0,6.2,1946,Western
Escape from New York,6000000,36000000000000,50244700,99.0,6.9,1981,Science Fiction
Daddy Day Camp,6000000,36000000000000,18197398,89.0,4.4,2007,Comedy
Mr. Nice Guy,12716953,161720893604209,18814720,113.0,6.3,1997,Crime
A Mighty Wind,6000000,36000000000000,18750246,91.0,6.6,2003,Comedy
Sliding Doors,6000000,36000000000000,58000000,99.0,6.5,1998,Comedy
Tales from the Hood,6000000,36000000000000,12000000,98.0,5.4,1995,Crime
The Last King of Scotland,6000000,36000000000000,48027970,121.0,7.4,2006,Drama
Halloween 5: The Revenge of Michael Myers,5000000,25000000000000,11642254,96.0,5.2,1989,Horror
Bernie,5000000,25000000000000,9206470,100.0,6.5,2012,Comedy
Dolphins and Whales: Tribes of the Ocean,6000000,36000000000000,7518876,42.0,8.0,2008,Documentary
200 Cigarettes,6000000,36000000000000,6852450,101.0,6.1,1999,Comedy
The Words,6000000,36000000000000,13231461,96.0,6.4,2012,Drama
City Island,6000000,36000000000000,6670712,104.0,6.9,2009,Drama
The Guard,6000000,36000000000000,19560274,96.0,6.8,2011,Action
College,7000000,49000000000000,6230276,94.0,4.8,2008,Comedy
The Virgin Suicides,6000000,36000000000000,10409377,97.0,7.1,1999,Drama
Wish I Was Here,5500000,30250000000000,5483299,120.0,6.4,2014,Drama
Simply Irresistible,6000000,36000000000000,4398989,95.0,5.5,1999,Comedy
Only the Strong,6000000,36000000000000,3283371,99.0,6.9,1993,Action
Shattered Glass,6000000,36000000000000,2944752,94.0,6.6,2003,Drama
Novocaine,6000000,36000000000000,2025238,95.0,6.0,2001,Comedy
The Wild Bunch,6244087,38988622463569,638641,145.0,7.6,1969,Adventure
The Wackness,6000000,36000000000000,2899975,99.0,6.2,2008,Drama
Beastmaster 2: Through the Portal of Time,6000000,36000000000000,869325,107.0,4.6,1991,Action
The 5th Quarter,6000000,36000000000000,399611,97.0,4.7,2011,Drama
Snow Flower and the Secret Fan,134005,17957340025,1332231,104.0,5.3,2011,Drama
"Surfer, Dude",6000000,36000000000000,69497,85.0,4.7,2008,Comedy
Deadfall,12000000,144000000000000,66351,95.0,5.6,2012,Crime
Videodrome,5952000,35426304000000,2120439,87.0,7.1,1983,Horror
